Freq.	V(out)
1.58489319246110e+002	2.84558640016845e+000,-4.40318161562731e+000
1.62181009735892e+002	2.83198854947997e+000,-4.29718276824389e+000
1.65958690743755e+002	2.81892437557712e+000,-4.19339086511805e+000
1.69824365246173e+002	2.80636673763117e+000,-4.09175546419135e+000
1.73780082874936e+002	2.79428951973698e+000,-3.99222695349545e+000
1.77827941003891e+002	2.78266757985951e+000,-3.89475654461541e+000
1.81970085860997e+002	2.77147670047227e+000,-3.79929626525814e+000
1.86208713666286e+002	2.76069354081596e+000,-3.70579895100272e+000
1.90546071796323e+002	2.75029559070522e+000,-3.61421823630299e+000
1.94984459975803e+002	2.74026112581293e+000,-3.52450854480883e+000
1.99526231496887e+002	2.73056916436212e+000,-3.43662507906631e+000
2.04173794466952e+002	2.72119942515644e+000,-3.35052380965316e+000
2.08929613085403e+002	2.71213228688078e+000,-3.26616146380037e+000
2.13796208950222e+002	2.70334874860537e+000,-3.18349551354818e+000
2.18776162394954e+002	2.69483039142644e+000,-3.10248416347887e+000
2.23872113856832e+002	2.68655934117893e+000,-3.02308633806659e+000
2.29086765276776e+002	2.67851823215618e+000,-2.94526166867984e+000
2.34422881531991e+002	2.67069017177388e+000,-2.86897048026975e+000
2.39883291901947e+002	2.66305870611497e+000,-2.79417377777260e+000
2.45470891568501e+002	2.65560778629462e+000,-2.72083323225439e+000
2.51188643150956e+002	2.64832173558408e+000,-2.64891116681969e+000
2.57039578276885e+002	2.64118521723335e+000,-2.57837054230649e+000
2.63026799189536e+002	2.63418320293369e+000,-2.50917494278452e+000
2.69153480392690e+002	2.62730094186063e+000,-2.44128856087329e+000
2.75422870333815e+002	2.62052393024078e+000,-2.37467618289269e+000
2.81838293126443e+002	2.61383788138364e+000,-2.30930317385731e+000
2.88403150312659e+002	2.60722869612235e+000,-2.24513546232307e+000
2.95120922666637e+002	2.60068243360695e+000,-2.18213952509308e+000
3.01995172040200e+002	2.59418528239333e+000,-2.12028237178671e+000
3.09029543251357e+002	2.58772353177301e+000,-2.05953152927479e+000
3.16227766016836e+002	2.58128354328759e+000,-1.99985502598145e+000
3.23593656929626e+002	2.57485172237257e+000,-1.94122137605053e+000
3.31131121482589e+002	2.56841449007519e+000,-1.88359956337414e+000
3.38844156139200e+002	2.56195825479132e+000,-1.82695902547724e+000
3.46736850452529e+002	2.55546938396530e+000,-1.77126963725161e+000
3.54813389233573e+002	2.54893417569799e+000,-1.71650169453000e+000
3.63078054770099e+002	2.54233883020627e+000,-1.66262589748922e+000
3.71535229097170e+002	2.53566942107876e+000,-1.60961333386992e+000
3.80189396320558e+002	2.52891186627074e+000,-1.55743546199756e+000
3.89045144994278e+002	2.52205189878117e+000,-1.50606409358808e+000
3.98107170553494e+002	2.51507503695492e+000,-1.45547137631978e+000
4.07380277804110e+002	2.50796655435052e+000,-1.40562977614949e+000
4.16869383470332e+002	2.50071144911641e+000,-1.35651205935134e+000
4.26579518801589e+002	2.49329441281410e+000,-1.30809127425156e+000
4.36515832240163e+002	2.48569979862870e+000,-1.26034073263260e+000
4.46683592150960e+002	2.47791158890446e+000,-1.21323399077610e+000
4.57088189614872e+002	2.46991336194307e+000,-1.16674483011264e+000
4.67735141287195e+002	2.46168825800027e+000,-1.12084723744261e+000
4.78630092322635e+002	2.45321894441597e+000,-1.07551538469076e+000
4.89778819368443e+002	2.44448757981152e+000,-1.03072360815358e+000
5.01187233627268e+002	2.43547577728570e+000,-9.86446387195570e-001
5.12861383991361e+002	2.42616456654083e+000,-9.42658322347394e-001
5.24807460249769e+002	2.41653435486736e+000,-8.99334112755572e-001
5.37031796370249e+002	2.40656488691502e+000,-8.56448532929625e-001
5.49540873857620e+002	2.39623520317624e+000,-8.13976408728693e-001
5.62341325190345e+002	2.38552359710543e+000,-7.71892592525965e-001
5.75439937337152e+002	2.37440757079708e+000,-7.30171937484574e-001
5.88843655355584e+002	2.36286378914222e+000,-6.88789270874180e-001
6.02559586074353e+002	2.35086803238239e+000,-6.47719366352852e-001
6.16595001861477e+002	2.33839514697746e+000,-6.06936915133498e-001
6.30957344480188e+002	2.32541899470115e+000,-5.66416495948342e-001
6.45654229034650e+002	2.31191239987743e+000,-5.26132543720082e-001
6.60693448007591e+002	2.29784709466789e+000,-4.86059316840968e-001
6.76082975391976e+002	2.28319366231801e+000,-4.46170862955430e-001
6.91830970918931e+002	2.26792147826940e+000,-4.06440983134357e-001
7.07945784384132e+002	2.25199864904123e+000,-3.66843194321956e-001
7.24435960074984e+002	2.23539194878378e+000,-3.27350689928071e-001
7.41310241300911e+002	2.21806675340384e+000,-2.87936298430425e-001
7.58577575029177e+002	2.19998697216057e+000,-2.48572439842389e-001
7.76247116628685e+002	2.18111497662800e+000,-2.09231079892252e-001
7.94328234724275e+002	2.16141152691918e+000,-1.69883681749965e-001
8.12830516164092e+002	2.14083569506514e+000,-1.30501155126373e-001
8.31763771102664e+002	2.11934478544038e+000,-9.10538025588110e-002
8.51138038202369e+002	2.09689425212536e+000,-5.15112626843340e-002
8.70963589956073e+002	2.07343761309623e+000,-1.18424502896182e-002
8.91250938133738e+002	2.04892636112982e+000,2.79845070879209e-002
9.12010839355902e+002	2.02330987131312e+000,6.80023362471330e-002
9.33254300796983e+002	1.99653530504560e+000,1.08244689353250e-001
9.54992586021428e+002	1.96854751042326e+000,1.48746219182725e-001
9.77237220955802e+002	1.93928891889402e+000,1.89542658871217e-001
9.99999999999991e+002	1.90869943807623e+000,2.30670906471831e-001
1.02329299228075e+003	1.87671634063286e+000,2.72169114650081e-001
1.04712854805089e+003	1.84327414909775e+000,3.14076785862572e-001
1.07151930523760e+003	1.80830451655307e+000,3.56434873388091e-001
1.09647819614318e+003	1.77173610306212e+000,3.99285888602727e-001
1.12201845430195e+003	1.73349444776587e+000,4.42674014914942e-001
1.14815362149687e+003	1.69350183655920e+000,4.86645228801828e-001
1.17489755493952e+003	1.65167716526933e+000,5.31247428415099e-001
1.20226443461740e+003	1.60793579826848e+000,5.76530570253224e-001
1.23026877081237e+003	1.56218942246281e+000,6.22546814426249e-001
1.25892541179416e+003	1.51434589661098e+000,6.69350679070951e-001
1.28824955169312e+003	1.46430909594115e+000,7.16999204506926e-001
1.31825673855640e+003	1.41197875204831e+000,7.65552127758721e-001
1.34896288259164e+003	1.35725028807398e+000,8.15072068104724e-001
1.38038426460287e+003	1.30001464918853e+000,8.65624724351921e-001
1.41253754462274e+003	1.24015812842022e+000,9.17279084574156e-001
1.44543977074591e+003	1.17756218789982e+000,9.70107649093070e-001
1.47910838816819e+003	1.11210327561850e+000,1.02418666752313e+000
1.51356124843619e+003	1.04365263782780e+000,1.07959639074676e+000
1.54881661891247e+003	9.72076127247114e-001,1.13642133873053e+000
1.58489319246110e+003	8.97234007281689e-001,1.19475058514200e+000
1.62181009735891e+003	8.18980752499080e-001,1.25467805977439e+000
1.65958690743754e+003	7.37164845659467e-001,1.31630286983678e+000
1.69824365246173e+003	6.51628571648162e-001,1.37972964121944e+000
1.73780082874936e+003	5.62207808716659e-001,1.44506888089492e+000
1.77827941003891e+003	4.68731817504202e-001,1.51243736167133e+000
1.81970085860997e+003	3.71023028378967e-001,1.58195853056481e+000
1.86208713666285e+003	2.68896827718284e-001,1.65376294211604e+000
1.90546071796323e+003	1.62161343827519e-001,1.72798871802850e+000
1.94984459975803e+003	5.06172332916631e-002,1.80478203455943e+000
1.99526231496886e+003	-6.59425313503786e-002,1.88429763915127e+000
2.04173794466951e+003	-1.87732871608748e-001,1.96669939784031e+000
2.08929613085402e+003	-3.14976809607838e-001,2.05216087503253e+000
2.13796208950221e+003	-4.47905669972766e-001,2.14086594728472e+000
2.18776162394953e+003	-5.86759275660236e-001,2.23300945277323e+000
2.23872113856832e+003	-7.31786136211594e-001,2.32879787817664e+000
2.29086765276775e+003	-8.83243626749109e-001,2.42845008473515e+000
2.34422881531990e+003	-1.04139815586853e+000,2.53219807527991e+000
2.39883291901947e+003	-1.20652532040361e+000,2.64028780405387e+000
2.45470891568501e+003	-1.37891004484403e+000,2.75298003115976e+000
2.51188643150955e+003	-1.55884670299023e+000,2.87055122348202e+000
2.57039578276884e+003	-1.74663921920900e+000,2.99329450392643e+000
2.63026799189535e+003	-1.94260114643044e+000,3.12152065080790e+000
2.69153480392689e+003	-2.14705571778474e+000,3.25555914918938e+000
2.75422870333814e+003	-2.36033586852945e+000,3.39575929593363e+000
2.81838293126442e+003	-2.58278422465252e+000,3.54249136016915e+000
2.88403150312658e+003	-2.81475305426519e+000,3.69614780079473e+000
2.95120922666635e+003	-3.05660417761501e+000,3.85714454254680e+000
3.01995172040198e+003	-3.30870883125622e+000,4.02592231203228e+000
3.09029543251356e+003	-3.57144748161631e+000,4.20294803498305e+000
3.16227766016835e+003	-3.84520958289035e+000,4.38871629581199e+000
3.23593656929625e+003	-4.13039327388544e+000,4.58375086034766e+000
3.31131121482588e+003	-4.42740500812584e+000,4.78860626238539e+000
3.38844156139199e+003	-4.73665911121965e+000,5.00386945442755e+000
3.46736850452528e+003	-5.05857725918171e+000,5.23016152267310e+000
3.54813389233572e+003	-5.39358787111039e+000,5.46813946597442e+000
3.63078054770097e+003	-5.74212540933008e+000,5.71849803809799e+000
3.71535229097168e+003	-6.10462957984612e+000,5.98197165219277e+000
3.80189396320557e+003	-6.48154442571097e+000,6.25933634590976e+000
3.89045144994276e+003	-6.87331730568791e+000,6.55141180510098e+000
3.98107170553493e+003	-7.28039775041554e+000,6.85906344347312e+000
4.07380277804108e+003	-7.70323618814153e+000,7.18320453498372e+000
4.16869383470331e+003	-8.14228253200374e+000,7.52479839511928e+000
4.26579518801588e+003	-8.59798462080895e+000,7.88486060653525e+000
4.36515832240161e+003	-9.07078650530127e+000,8.26446128382728e+000
4.46683592150958e+003	-9.56112657202178e+000,8.66472737146715e+000
4.57088189614870e+003	-1.00694354970669e+001,9.08684496818156e+000
4.67735141287193e+003	-1.05961340223484e+001,9.53206167028638e+000
4.78630092322633e+003	-1.11416305473601e+001,1.00016889257077e+001
4.89778819368441e+003	-1.17063185299725e+001,1.04971043896656e+001
5.01187233627267e+003	-1.22905736904165e+001,1.10197542722453e+001
5.12861383991359e+003	-1.28947510133948e+001,1.15711556673882e+001
5.24807460249767e+003	-1.35191815441643e+001,1.21528988521791e+001
5.37031796370247e+003	-1.41641689754900e+001,1.27666495447534e+001
5.49540873857618e+003	-1.48299860235871e+001,1.34141511086810e+001
5.62341325190343e+003	-1.55168705925059e+001,1.40972266913472e+001
5.75439937337150e+003	-1.62250217279434e+001,1.48177812837043e+001
5.88843655355582e+003	-1.69545953630997e+001,1.55778036887607e+001
6.02559586074351e+003	-1.77056998609953e+001,1.63793683864303e+001
6.16595001861475e+003	-1.84783913596014e+001,1.72246372829004e+001
6.30957344480186e+003	-1.92726689281288e+001,1.81158613334214e+001
6.45654229034648e+003	-2.00884695449745e+001,1.90553820286541e+001
6.60693448007588e+003	-2.09256629099993e+001,2.00456327361572e+001
6.76082975391974e+003	-2.17840461059913e+001,2.10891398905827e+001
6.91830970918928e+003	-2.26633381264121e+001,2.21885240285481e+001
7.07945784384129e+003	-2.35631742886365e+001,2.33465006670401e+001
7.24435960074981e+003	-2.44831005539390e+001,2.45658810276463e+001
7.41310241300908e+003	-2.54225677773437e+001,2.58495726129166e+001
7.58577575029174e+003	-2.63809259121208e+001,2.72005796457575e+001
7.76247116628682e+003	-2.73574181949793e+001,2.86220033879915e+001
7.94328234724272e+003	-2.83511753390440e+001,3.01170423600630e+001
8.12830516164089e+003	-2.93612097621468e+001,3.16889924904664e+001
8.31763771102661e+003	-3.03864098779210e+001,3.33412472306710e+001
8.51138038202366e+003	-3.14255344765733e+001,3.50772976791755e+001
8.70963589956070e+003	-3.24772072207227e+001,3.69007327669748e+001
8.91250938133734e+003	-3.35399112796650e+001,3.88152395659797e+001
9.12010839355898e+003	-3.46119841221983e+001,4.08246037918589e+001
9.33254300796979e+003	-3.56916124842373e+001,4.29327105834174e+001
9.54992586021424e+003	-3.67768275223573e+001,4.51435456519498e+001
9.77237220955798e+003	-3.78655001581905e+001,4.74611969059365e+001
9.99999999999987e+003	-3.89553366113290e+001,4.98898566691892e+001
1.02329299228074e+004	-4.00438741097607e+001,5.24338246239072e+001
1.04712854805089e+004	-4.11284767570080e+001,5.50975116242349e+001
1.07151930523759e+004	-4.22063315240032e+001,5.78854445410441e+001
1.09647819614317e+004	-4.32744443210280e+001,6.08022723146377e+001
1.12201845430195e+004	-4.43296360912305e+001,6.38527734090545e+001
1.14815362149687e+004	-4.53685388514688e+001,6.70418648804310e+001
1.17489755493951e+004	-4.63875915894502e+001,7.03746132918084e+001
1.20226443461740e+004	-4.73830359071733e+001,7.38562477291609e+001
1.23026877081237e+004	-4.83509112802853e+001,7.74921751979203e+001
1.25892541179415e+004	-4.92870497805040e+001,8.12879987075715e+001
