Freq.	V(out)
1.28824955169312e+004	-5.01870700835330e+001,8.52495383831001e+001
1.31825673855639e+004	-5.10463705578288e+001,8.93828559790556e+001
1.34896288259164e+004	-5.18601211993841e+001,9.36942832144869e+001
1.38038426460287e+004	-5.26232541442847e+001,9.81904543964997e+001
1.41253754462274e+004	-5.33304524529126e+001,1.02878343859514e+002
1.44543977074591e+004	-5.39761368170366e+001,1.07765308816831e+002
1.47910838816819e+004	-5.45544497919781e+001,1.12859138304221e+002
1.51356124843619e+004	-5.50592370990029e+001,1.18168108995994e+002
1.54881661891246e+004	-5.54840254772745e+001,1.23701048792813e+002
1.58489319246109e+004	-5.58219964858817e+001,1.29467409226023e+002
1.62181009735891e+004	-5.60659555636702e+001,1.35477347897509e+002
1.65958690743754e+004	-5.62082955427161e+001,1.41741822385783e+002
1.69824365246172e+004	-5.62409536759472e+001,1.48272697306545e+002
1.73780082874935e+004	-5.61553610752433e+001,1.55082866527743e+002
1.77827941003890e+004	-5.59423832548122e+001,1.62186392922638e+002
1.81970085860996e+004	-5.55922502265531e+001,1.69598668511160e+002
1.86208713666284e+004	-5.50944742874289e+001,1.77336598415522e+002
1.90546071796322e+004	-5.44377532563053e+001,1.85418812765475e+002
1.94984459975802e+004	-5.36098564404382e+001,1.93865911566350e+002
1.99526231496885e+004	-5.25974900102433e+001,2.02700748637484e+002
2.04173794466950e+004	-5.13861377009832e+001,2.11948762094538e+002
2.08929613085401e+004	-4.99598717944998e+001,2.21638360566802e+002
2.13796208950220e+004	-4.83011280970766e+001,2.31801376512634e+002
2.18776162394952e+004	-4.63904370387317e+001,2.42473600756448e+002
2.23872113856831e+004	-4.42061009586273e+001,2.53695415903322e+002
2.29086765276774e+004	-4.17238049450027e+001,2.65512550843071e+002
2.34422881531989e+004	-3.89161450602632e+001,2.77976984464661e+002
2.39883291901946e+004	-3.57520530818615e+001,2.91148034433796e+002
2.45470891568500e+004	-3.21960905962962e+001,3.05093677091810e+002
2.51188643150954e+004	-2.82075767937796e+001,3.19892158102647e+002
2.57039578276883e+004	-2.37395027019072e+001,3.35633971715802e+002
2.63026799189534e+004	-1.87371685944314e+001,3.52424311253317e+002
2.69153480392688e+004	-1.31364589508746e+001,3.70386127365941e+002
2.75422870333813e+004	-6.86163772787191e+000,3.89663977683599e+002
2.81838293126441e+004	1.77498629821630e-001,4.10428917614166e+002
2.88403150312656e+004	8.08933897772056e+000,4.32884776177126e+002
2.95120922666634e+004	1.70053721464658e+001,4.57276296685213e+002
3.01995172040197e+004	2.70867714165722e+001,4.83899821464977e+002
3.09029543251354e+004	3.85333469456353e+001,5.13117497251623e+002
3.16227766016833e+004	5.15959172418717e+001,5.45376429921578e+002
3.23593656929623e+004	6.65937168244229e+001,5.81234918291852e+002
3.31131121482586e+004	8.39393887655551e+001,6.21399008510953e+002
3.38844156139197e+004	1.04175688739943e+002,6.66774417771720e+002
3.46736850452526e+004	1.28030787842795e+002,7.18541895086631e+002
3.54813389233570e+004	1.56504071306985e+002,7.78269286328697e+002
3.63078054770096e+004	1.91003809374990e+002,8.48082836131374e+002
3.71535229097167e+004	2.33576895354600e+002,9.30937414702686e+002
3.80189396320555e+004	2.87310357422211e+002,1.03105851973600e+003
3.89045144994275e+004	3.57072974005856e+002,1.15469617575845e+003
3.98107170553491e+004	4.50980479771359e+002,1.31147477322183e+003
4.07380277804107e+004	5.83543236834682e+002,1.51694835134889e+003
4.16869383470329e+004	7.83191606291887e+002,1.79774183753551e+003
4.26579518801586e+004	1.11299314935906e+003,2.20245882226960e+003
4.36515832240159e+004	1.73982621177887e+003,2.82400439550835e+003
4.46683592150956e+004	3.23603111814841e+003,3.80432905808547e+003
4.57088189614868e+004	8.17958217174067e+003,4.12345765156425e+003
4.67735141287191e+004	9.26849066812185e+003,-8.07522314290977e+003
4.78630092322631e+004	8.63905210202090e+002,-6.32347235090250e+003
4.89778819368439e+004	-3.47034003017585e+002,-3.87083388174089e+003
5.01187233627264e+004	-5.39364995503214e+002,-2.69671209269114e+003
5.12861383991357e+004	-5.54751239462543e+002,-2.04192841028484e+003
5.24807460249764e+004	-5.31111548132524e+002,-1.62927876548645e+003
5.37031796370244e+004	-4.99754718635996e+002,-1.34643156402752e+003
5.49540873857616e+004	-4.68963051881034e+002,-1.14063818579260e+003
5.62341325190340e+004	-4.40875133397238e+002,-9.84145234167250e+002
5.75439937337148e+004	-4.15803958792209e+002,-8.61039518167009e+002
5.88843655355580e+004	-3.93516928189986e+002,-7.61570690030532e+002
6.02559586074348e+004	-3.73647999740476e+002,-6.79442463413980e+002
6.16595001861472e+004	-3.55832837825865e+002,-6.10412645524023e+002
6.30957344480183e+004	-3.39749377366130e+002,-5.51521202440785e+002
6.45654229034645e+004	-3.25125324837955e+002,-5.00641291529009e+002
6.60693448007586e+004	-3.11734564190520e+002,-4.56206207391410e+002
6.76082975391971e+004	-2.99390515982685e+002,-4.17036897609443e+002
6.91830970918925e+004	-2.87939348779789e+002,-3.82229398979677e+002
7.07945784384127e+004	-2.77253986204445e+002,-3.51079270463548e+002
7.24435960074979e+004	-2.67229113074391e+002,-3.23029589756214e+002
7.41310241300906e+004	-2.57777119102616e+002,-2.97634373328589e+002
7.58577575029172e+004	-2.48824840082952e+002,-2.74532339154342e+002
7.76247116628679e+004	-2.40310948868156e+002,-2.53427756443663e+002
7.94328234724269e+004	-2.32183865214482e+002,-2.34076246623590e+002
8.12830516164086e+004	-2.24400076225073e+002,-2.16274104560967e+002
8.31763771102658e+004	-2.16922780729092e+002,-1.99850162724787e+002
8.51138038202363e+004	-2.09720789346017e+002,-1.84659519154949e+002
8.70963589956067e+004	-2.02767626860159e+002,-1.70578649757133e+002
8.91250938133731e+004	-1.96040795280277e+002,-1.57501561461448e+002
9.12010839355895e+004	-1.89521165102726e+002,-1.45336736888258e+002
9.33254300796976e+004	-1.83192469380623e+002,-1.34004687254433e+002
9.54992586021420e+004	-1.77040880679283e+002,-1.23435977264844e+002
9.77237220955795e+004	-1.71054655235039e+002,-1.13569619604161e+002
9.99999999999984e+004	-1.65223831922294e+002,-1.04351761330947e+002
1.02329299228074e+005	-1.59539976187987e+002,-9.57346026510383e+001
1.04712854805088e+005	-1.53995961109654e+002,-8.76755020748514e+001
1.07151930523759e+005	-1.48585779294422e+002,-8.01362321170625e+001
1.09647819614317e+005	-1.43304380568866e+002,-7.30823573916900e+001
1.12201845430195e+005	-1.38147531375992e+002,-6.64827128301012e+001
1.14815362149686e+005	-1.33111692568974e+002,-6.03089642731093e+001
1.17489755493951e+005	-1.28193912897559e+002,-5.45352371962976e+001
1.20226443461739e+005	-1.23391735973648e+002,-4.91378020650137e+001
1.23026877081236e+005	-1.18703118888590e+002,-4.40948069715196e+001
1.25892541179415e+005	-1.14126360967879e+002,-3.93860499084912e+001
1.28824955169311e+005	-1.09660041398166e+002,-3.49927843925860e+001
1.31825673855639e+005	-1.05302964662560e+002,-3.08975532380967e+001
1.34896288259163e+005	-1.01054112882314e+002,-2.70840461578927e+001
1.38038426460286e+005	-9.69126042935691e+001,-2.35369775807362e+001
1.41253754462273e+005	-9.28776571938162e+001,-2.02419816533562e+001
1.44543977074590e+005	-8.89485587788270e+001,-1.71855218728465e+001
1.47910838816818e+005	-8.51246383609299e+001,-1.43548131876578e+001
1.51356124843618e+005	-8.14052445171801e+001,-1.17377547320934e+001
1.54881661891246e+005	-7.77897257635832e+001,-9.32287163195303e+000
1.58489319246109e+005	-7.42774143913769e+001,-7.09926454768386e+000
1.62181009735890e+005	-7.08676131347859e+001,-5.05656581490660e+000
1.65958690743753e+005	-6.75595843685617e+001,-3.18490120589876e+000
1.69824365246172e+005	-6.43525415584023e+001,-1.47485647555261e+000
1.73780082874935e+005	-6.12456427093309e+001,8.25520251670544e-002
1.77827941003889e+005	-5.82379855770671e+001,1.49590328236788e+000
1.81970085860995e+005	-5.53286044249654e+001,2.77339462456384e+000
1.86208713666284e+005	-5.25164681262338e+001,3.92286224901631e+000
1.90546071796322e+005	-4.98004794261922e+001,4.95179965182308e+000
1.94984459975801e+005	-4.71794751943489e+001,5.86737428661290e+000
1.99526231496885e+005	-4.46522275099098e+001,6.67644272713194e+000
2.04173794466949e+005	-4.22174454378189e+001,7.38556456529655e+000
2.08929613085400e+005	-3.98737773652150e+001,8.00101523898125e+000
2.13796208950220e+005	-3.76198137806063e+001,8.52879795110234e+000
2.18776162394952e+005	-3.54540903900897e+001,8.97465481334854e+000
2.23872113856830e+005	-3.33750914761437e+001,9.34407732391752e+000
2.29086765276773e+005	-3.13812534158042e+001,9.64231626753838e+000
2.34422881531988e+005	-2.94709682852631e+001,9.87439110853084e+000
2.39883291901945e+005	-2.76425874880980e+001,1.00450989324547e+001
2.45470891568499e+005	-2.58944253537801e+001,1.01590229793684e+001
2.51188643150954e+005	-2.42247626620252e+001,1.02205408010710e+001
2.57039578276882e+005	-2.26318500570409e+001,1.02338320661250e+001
2.63026799189534e+005	-2.11139113235670e+001,1.02028860293944e+001
2.69153480392687e+005	-1.96691465039206e+001,1.01315086773498e+001
2.75422870333812e+005	-1.82957348420219e+001,1.00233295561153e+001
2.81838293126440e+005	-1.69918375465948e+001,9.88180828618000e+000
2.88403150312656e+005	-1.57556003712810e+001,9.71024076556842e+000
2.95120922666633e+005	-1.45851560145924e+001,9.51176506208206e+000
3.01995172040196e+005	-1.34786263469943e+001,9.28936699474791e+000
3.09029543251354e+005	-1.24341244764435e+001,9.04588540484835e+000
3.16227766016832e+005	-1.14497566670144e+001,8.78401711766013e+000
3.23593656929623e+005	-1.05236241281069e+001,8.50632159729685e+000
3.31131121482585e+005	-9.65382469397690e+000,8.21522529870471e+000
3.38844156139197e+005	-8.83845441506150e+000,7.91302572281389e+000
3.46736850452526e+005	-8.07560908375609e+000,7.60189518309146e+000
3.54813389233569e+005	-7.36338571796411e+000,7.28388429411094e+000
3.63078054770095e+005	-6.69988402586846e+000,6.96092519527849e+000
3.71535229097166e+005	-6.08320787502084e+000,6.63483452539087e+000
3.80189396320555e+005	-5.51146678798360e+000,6.30731616623555e+000
3.89045144994274e+005	-4.98277748544625e+000,5.97996377589047e+000
3.98107170553490e+005	-4.49526549596947e+000,5.65426313468904e+000
4.07380277804106e+005	-4.04706684934539e+000,5.33159432892598e+000
4.16869383470328e+005	-3.63632986800530e+000,5.01323379923770e+000
4.26579518801585e+005	-3.26121706802355e+000,4.70035628214472e+000
4.36515832240158e+005	-2.91990717808781e+000,4.39403667444562e+000
4.46683592150955e+005	-2.61059728139850e+000,4.09525185097569e+000
4.57088189614867e+005	-2.33150508185315e+000,3.80488246661755e+000
4.67735141287190e+005	-2.08087129216788e+000,3.52371477339545e+000
4.78630092322630e+005	-1.85696213780857e+000,3.25244248294137e+000
4.89778819368438e+005	-1.65807196684943e+000,2.99166870359246e+000
5.01187233627263e+005	-1.48252595219984e+000,2.74190797986934e+000
5.12861383991356e+005	-1.32868286911838e+000,2.50358846008839e+000
5.24807460249763e+005	-1.19493792762776e+000,2.27705421540068e+000
5.37031796370243e+005	-1.07972563643414e+000,2.06256773065923e+000
5.49540873857615e+005	-9.81522672294385e-001,1.86031258422174e+000
5.62341325190339e+005	-8.98850726521512e-001,1.67039633014475e+000
5.75439937337147e+005	-8.30279298531935e-001,1.49285359228184e+000
5.88843655355579e+005	-7.74428405056608e-001,1.32764937561174e+000
6.02559586074347e+005	-7.29971172895038e-001,1.17468259576834e+000
6.16595001861471e+005	-6.95636282918612e-001,1.03378982329399e+000
6.30957344480182e+005	-6.70210233434665e-001,9.04749234667822e-001
6.45654229034644e+005	-6.52539392018373e-001,7.87284757750246e-001
6.60693448007584e+005	-6.41531806486744e-001,6.81070395016148e-001
6.76082975391970e+005	-6.36158747824600e-001,5.85734703894286e-001
6.91830970918924e+005	-6.35455960530932e-001,5.00865409773860e-001
7.07945784384125e+005	-6.38524599008344e-001,4.26014123846919e-001
7.24435960074977e+005	-6.44531832210011e-001,3.60701134994816e-001
7.41310241300904e+005	-6.52711102731527e-001,3.04420242458512e-001
7.58577575029170e+005	-6.62362030821288e-001,2.56643594106666e-001
7.76247116628678e+005	-6.72849958305110e-001,2.16826493772738e-001
7.94328234724267e+005	-6.83605132102934e-001,1.84412140403199e-001
8.12830516164085e+005	-6.94121531764481e-001,1.58836261664708e-001
8.31763771102656e+005	-7.03955350188348e-001,1.39531605202674e-001
8.51138038202361e+005	-7.12723141316947e-001,1.25932251923886e-001
8.70963589956065e+005	-7.20099653037329e-001,1.17477717472221e-001
8.91250938133729e+005	-7.25815367675490e-001,1.13616810448691e-001
9.12010839355893e+005	-7.29653776270070e-001,1.13811218848538e-001
9.33254300796974e+005	-7.31448416177998e-001,1.17538799599396e-001
9.54992586021419e+005	-7.31079704431491e-001,1.24296549911247e-001
9.77237220955793e+005	-7.28471601581431e-001,1.33603243323078e-001
1.00000000000000e+006	-7.23588142479519e-001,1.45001717763508e-001
