Freq.	V(out)
1.28824955169312e+004	-1.27026853096022e+002,1.96765488172009e+001
1.31825673855639e+004	-1.34062657919793e+002,2.05959061921785e+001
1.34896288259164e+004	-1.41530685448459e+002,2.15764513268074e+001
1.38038426460287e+004	-1.49462861053366e+002,2.26234632210735e+001
1.41253754462274e+004	-1.57894047836090e+002,2.37427709413777e+001
1.44543977074591e+004	-1.66862380969120e+002,2.49408216267319e+001
1.47910838816819e+004	-1.76409647768096e+002,2.62247583960123e+001
1.51356124843619e+004	-1.86581720826488e+002,2.76025098358012e+001
1.54881661891246e+004	-1.97429052900282e+002,2.90828930754527e+001
1.58489319246109e+004	-2.09007243868223e+002,3.06757328572172e+001
1.62181009735891e+004	-2.21377692087178e+002,3.23919994993092e+001
1.65958690743754e+004	-2.34608344896527e+002,3.42439692565792e+001
1.69824365246172e+004	-2.48774566001847e+002,3.62454113319433e+001
1.73780082874935e+004	-2.63960141142313e+002,3.84118067256496e+001
1.77827941003890e+004	-2.80258447977019e+002,4.07606052734836e+001
1.81970085860996e+004	-2.97773821766433e+002,4.33115286933252e+001
1.86208713666284e+004	-3.16623155462351e+002,4.60869293092783e+001
1.90546071796322e+004	-3.36937781657708e+002,4.91122164792111e+001
1.94984459975802e+004	-3.58865695008401e+002,5.24163657621669e+001
1.99526231496885e+004	-3.82574187908642e+002,5.60325297401165e+001
2.04173794466950e+004	-4.08252990310932e+002,5.99987744321098e+001
2.08929613085401e+004	-4.36118027883581e+002,6.43589717995125e+001
2.13796208950220e+004	-4.66415942860315e+002,6.91638874669667e+001
2.18776162394952e+004	-4.99429561318380e+002,7.44725142254032e+001
2.23872113856831e+004	-5.35484542367769e+002,8.03537171796233e+001
2.29086765276774e+004	-5.74957513385835e+002,8.68882770549459e+001
2.34422881531989e+004	-6.18286087187552e+002,9.41714463095998e+001
2.39883291901946e+004	-6.65981280957666e+002,1.02316171445117e+002
2.45470891568500e+004	-7.18643025719150e+002,1.11457188853682e+002
2.51188643150954e+004	-7.76979687967981e+002,1.21756277538153e+002
2.57039578276883e+004	-8.41832849773336e+002,1.33409060527596e+002
2.63026799189534e+004	-9.14209051874714e+002,1.46653903776511e+002
2.69153480392688e+004	-9.95320859847736e+002,1.61783691917269e+002
2.75422870333813e+004	-1.08664056481857e+003,1.79161604501309e+002
2.81838293126441e+004	-1.18997123303356e+003,1.99242539530494e+002
2.88403150312656e+004	-1.30754192256274e+003,2.22602641720168e+002
2.95120922666634e+004	-1.44213710143167e+003,2.49980676028519e+002
3.01995172040197e+004	-1.59727531922426e+003,2.82337066169290e+002
3.09029543251354e+004	-1.77746019531954e+003,3.20939876154939e+002
3.16227766016833e+004	-1.98853990482150e+003,3.67492934781203e+002
3.23593656929623e+004	-2.23823344352864e+003,4.24331780427534e+002
3.31131121482586e+004	-2.53692039390500e+003,4.94732338801234e+002
3.38844156139197e+004	-2.89886023963093e+003,5.83414080823021e+002
3.46736850452526e+004	-3.34413757347275e+003,6.97393454881722e+002
3.54813389233570e+004	-3.90188636145949e+003,8.47500908337330e+002
3.63078054770096e+004	-4.61588138866279e+003,1.05123306891468e+003
3.71535229097167e+004	-5.55477402984420e+003,1.33849452492552e+003
3.80189396320555e+004	-6.83210306051655e+003,1.76418408053186e+003
3.89045144994275e+004	-8.64871213295115e+003,2.43896537040639e+003
3.98107170553491e+004	-1.13921129542631e+004,3.61624062692197e+003
4.07380277804107e+004	-1.58982783936681e+004,5.99322636423159e+003
4.16869383470329e+004	-2.41960362743358e+004,1.21201926419905e+004
4.26579518801586e+004	-3.93262734121885e+004,3.66958013718215e+004
4.36515832240159e+004	3.48114249005278e+004,9.65021440211690e+004
4.46683592150956e+004	5.06481667021276e+004,1.72099721100481e+004
4.57088189614868e+004	3.33671605098111e+004,3.63812591532891e+003
4.67735141287191e+004	2.55730720043984e+004,5.40160337665515e+002
4.78630092322631e+004	2.16643048734281e+004,-5.55451242307242e+002
4.89778819368439e+004	1.96410342169107e+004,-1.07547192675205e+003
5.01187233627264e+004	1.87647622575936e+004,-1.39740189142821e+003
5.12861383991357e+004	1.87776319644781e+004,-1.65722462196799e+003
5.24807460249764e+004	1.96927694890580e+004,-1.92131475728240e+003
5.37031796370244e+004	2.18121215582008e+004,-2.23704423671794e+003
5.49540873857616e+004	2.60194908692888e+004,-2.64841525800795e+003
5.62341325190340e+004	3.50569082316529e+004,-3.13801149065278e+003
5.75439937337148e+004	6.19067982435769e+004,-2.31364724840673e+003
5.88843655355580e+004	2.47500125969814e+005,3.19696928565518e+005
6.02559586074348e+004	-5.77932030162712e+004,1.92288830474524e+004
6.16595001861472e+004	-2.66347872302932e+004,6.90766135852627e+003
6.30957344480183e+004	-1.64861381856372e+004,3.97585177333226e+003
6.45654229034645e+004	-1.15459700707643e+004,2.72099459629416e+003
6.60693448007586e+004	-8.66096683640835e+003,2.03577677161167e+003
6.76082975391971e+004	-6.78963695820716e+003,1.60797091231439e+003
6.91830970918925e+004	-5.48951317700218e+003,1.31726085948574e+003
7.07945784384127e+004	-4.54124129039949e+003,1.10783592444847e+003
7.24435960074979e+004	-3.82401119780237e+003,9.50390705645453e+002
7.41310241300906e+004	-3.26598897640236e+003,8.28104965540266e+002
7.58577575029172e+004	-2.82189374271050e+003,7.30654613589002e+002
7.76247116628679e+004	-2.46183746520646e+003,6.51361958750069e+002
7.94328234724269e+004	-2.16534300720341e+003,5.85722316076103e+002
8.12830516164086e+004	-1.91794174519496e+003,5.30590229989442e+002
8.31763771102658e+004	-1.70914196646326e+003,4.83705163064889e+002
8.51138038202363e+004	-1.53116550471507e+003,4.43402395448470e+002
8.70963589956067e+004	-1.37813458137584e+003,4.08430028008987e+002
8.91250938133731e+004	-1.24553269962458e+003,3.77829340307319e+002
9.12010839355895e+004	-1.12983792017003e+003,3.50854348582933e+002
9.33254300796976e+004	-1.02826770821756e+003,3.26916380110221e+002
9.54992586021420e+004	-9.38597829984300e+002,3.05545051255243e+002
9.77237220955795e+004	-8.59031502467014e+002,2.86360262899378e+002
9.99999999999984e+004	-7.88103332191278e+002,2.69051755283823e+002
1.02329299228074e+005	-7.24607771591548e+002,2.53363949939755e+002
1.04712854805088e+005	-6.67545135472421e+002,2.39084553792821e+002
1.07151930523759e+005	-6.16080380135522e+002,2.26035882509251e+002
1.09647819614317e+005	-5.69511283343814e+002,2.14068177485669e+002
1.12201845430195e+005	-5.27243634223943e+002,2.03054403597059e+002
1.14815362149686e+005	-4.88771709526243e+002,1.92886160002432e+002
1.17489755493951e+005	-4.53662778149581e+002,1.83470436849667e+002
1.20226443461739e+005	-4.21544704962701e+002,1.74727021409709e+002
1.23026877081236e+005	-3.92095960607790e+002,1.66586407527733e+002
1.25892541179415e+005	-3.65037514700307e+002,1.58988098568265e+002
1.28824955169311e+005	-3.40126214856089e+002,1.51879220520027e+002
1.31825673855639e+005	-3.17149346463359e+002,1.45213381444820e+002
1.34896288259163e+005	-2.95920137195865e+002,1.38949727981344e+002
1.38038426460286e+005	-2.76274022289155e+002,1.33052160536074e+002
1.41253754462273e+005	-2.58065526160130e+002,1.27488677073532e+002
1.44543977074590e+005	-2.41165646206429e+002,1.22230821736748e+002
1.47910838816818e+005	-2.25459647989267e+002,1.17253219405814e+002
1.51356124843618e+005	-2.10845199138117e+002,1.12533181078146e+002
1.54881661891246e+005	-1.97230783502934e+002,1.08050367905106e+002
1.58489319246109e+005	-1.84534348240797e+002,1.03786504041131e+002
1.62181009735890e+005	-1.72682145357335e+002,9.97251302957812e+001
1.65958690743753e+005	-1.61607736256068e+002,9.58513920389440e+001
1.69824365246172e+005	-1.51251133475008e+002,9.21518559782801e+001
1.73780082874935e+005	-1.41558058317118e+002,8.86143513660234e+001
1.77827941003889e+005	-1.32479296738941e+002,8.52278319531796e+001
1.81970085860995e+005	-1.23970138833273e+002,8.19822556236278e+001
1.86208713666284e+005	-1.15989889664352e+002,7.88684791456201e+001
1.90546071796322e+005	-1.08501441199657e+002,7.58781658893611e+001
1.94984459975801e+005	-1.01470896714776e+002,7.30037046977881e+001
1.99526231496885e+005	-9.48672403961507e+001,7.02381383799683e+001
2.04173794466949e+005	-8.86620459839968e+001,6.75751005264210e+001
2.08929613085400e+005	-8.28292192270032e+001,6.50087595402928e+001
2.13796208950220e+005	-7.73447696972558e+001,6.25337689402492e+001
2.18776162394952e+005	-7.21866081624796e+001,6.01452231249338e+001
2.23872113856830e+005	-6.73343662604473e+001,5.78386179039524e+001
2.29086765276773e+005	-6.27692356796511e+001,5.56098151957933e+001
2.34422881531988e+005	-5.84738244402634e+001,5.34550113745765e+001
2.39883291901945e+005	-5.44320281996079e+001,5.13707088164176e+001
2.45470891568499e+005	-5.06289147868878e+001,4.93536902554562e+001
2.51188643150954e+005	-4.70506204117844e+001,4.74009956092582e+001
2.57039578276882e+005	-4.36842561960355e+001,4.55099009770328e+001
2.63026799189534e+005	-4.05178238529502e+001,4.36778995509247e+001
2.69153480392687e+005	-3.75401394906431e+001,4.19026842127944e+001
2.75422870333812e+005	-3.47407646447950e+001,4.01821316166979e+001
2.81838293126440e+005	-3.21099437591688e+001,3.85142875816525e+001
2.88403150312656e+005	-2.96385474291873e+001,3.68973536402273e+001
2.95120922666633e+005	-2.73180208082595e+001,3.53296746074260e+001
3.01995172040196e+005	-2.51403366497521e+001,3.38097270505233e+001
3.09029543251354e+005	-2.30979525212025e+001,3.23361085553082e+001
3.16227766016832e+005	-2.11837717829745e+001,3.09075276971418e+001
3.23593656929623e+005	-1.93911079719765e+001,2.95227946369446e+001
3.31131121482585e+005	-1.77136522733538e+001,2.81808122727774e+001
3.38844156139197e+005	-1.61454438000774e+001,2.68805678872099e+001
3.46736850452526e+005	-1.46808424325773e+001,2.56211252393603e+001
3.54813389233569e+005	-1.33145039987683e+001,2.44016170583925e+001
3.63078054770095e+005	-1.20413575993862e+001,2.32212379024805e+001
3.71535229097166e+005	-1.08565849049354e+001,2.20792373538667e+001
3.80189396320555e+005	-9.75560126909402e+000,2.09749135266835e+001
3.89045144994274e+005	-8.73403851955170e+000,1.99076068696891e+001
3.98107170553490e+005	-7.78772930103888e+000,1.88766942510692e+001
4.07380277804106e+005	-6.91269285724968e+000,1.78815833169169e+001
4.16869383470328e+005	-6.10512214846483e+000,1.69217071190141e+001
4.26579518801585e+005	-5.36137221028351e+000,1.59965190109966e+001
4.36515832240158e+005	-4.67794966609843e+000,1.51054878149800e+001
4.46683592150955e+005	-4.05150331197376e+000,1.42480932632188e+001
4.57088189614867e+005	-3.47881569757216e+000,1.34238217213225e+001
4.67735141287190e+005	-2.95679563088281e+000,1.26321622010330e+001
4.78630092322630e+005	-2.48247153783527e+000,1.18726026715115e+001
4.89778819368438e+005	-2.05298561060748e+000,1.11446266785303e+001
5.01187233627263e+005	-1.66558868065898e+000,1.04477102809274e+001
5.12861383991356e+005	-1.31763575435425e+000,9.78131931314659e+000
5.24807460249763e+005	-1.00658215061536e+000,9.14490698171920e+000
5.37031796370243e+005	-7.29980181418443e-001,8.53791180214770e+000
5.49540873857615e+005	-4.85476317285981e-001,7.95975588086987e+000
5.62341325190339e+005	-2.70808781221331e-001,7.40984354487817e+000
5.75439937337147e+005	-8.38055159358586e-002,6.88756031916350e+000
5.88843655355579e+005	7.76175292547503e-002,6.39227224954215e+000
6.02559586074347e+005	2.15457843768590e-001,5.92332556562971e+000
6.16595001861471e+005	3.31627583293327e-001,5.48004667585012e+000
6.30957344480182e+005	4.27954627279911e-001,5.06174248344367e+000
6.45654229034644e+005	5.06183511692696e-001,4.66770100955901e+000
6.60693448007584e+005	5.67976279576160e-001,4.29719230672677e+000
6.76082975391970e+005	6.14913288999284e-001,3.94946964338414e+000
6.91830970918924e+005	6.48494014695956e-001,3.62377093771309e+000
7.07945784384125e+005	6.70137876256847e-001,3.31932041690628e+000
7.24435960074977e+005	6.81185122089016e-001,3.03533047614543e+000
7.41310241300904e+005	6.82897794573300e-001,2.77100371008729e+000
7.58577575029170e+005	6.76460797978808e-001,2.52553508853896e+000
7.76247116628678e+005	6.62983086772746e-001,2.29811424728076e+000
7.94328234724267e+005	6.43498988057052e-001,2.08792786467259e+000
8.12830516164085e+005	6.18969668016889e-001,1.89416209475366e+000
8.31763771102656e+005	5.90284748531429e-001,1.71600502801458e+000
8.51138038202361e+005	5.58264076526461e-001,1.55264915185714e+000
8.70963589956065e+005	5.23659645278130e-001,1.40329378394740e+000
8.91250938133729e+005	4.87157663761687e-001,1.26714745317144e+000
9.12010839355893e+005	4.49380767291908e-001,1.14343020468935e+000
9.33254300796974e+005	4.10890360173250e-001,1.03137580761083e+000
9.54992586021419e+005	3.72189078869324e-001,9.30233846036660e-001
9.77237220955793e+005	3.33723362342419e-001,8.39271676586823e-001
1.00000000000000e+006	2.95886114699851e-001,7.57776238013564e-001
