Freq.	V(out)
3.98107170553494e+002	2.51496283101392e+000,-1.45898775077495e+000
4.07380277804110e+002	2.50784352683080e+000,-1.40939750140872e+000
4.16869383470332e+002	2.50057655654129e+000,-1.36054909504032e+000
4.26579518801589e+002	2.49314651111847e+000,-1.31241686240693e+000
4.36515832240163e+002	2.48553763346700e+000,-1.26497548916942e+000
4.46683592150960e+002	2.47773378502522e+000,-1.21820000346666e+000
4.57088189614872e+002	2.46971841154063e+000,-1.17206576353838e+000
4.67735141287195e+002	2.46147450794509e+000,-1.12654844541410e+000
4.78630092322635e+002	2.45298458225568e+000,-1.08162403066483e+000
4.89778819368443e+002	2.44423061842463e+000,-1.03726879421457e+000
5.01187233627268e+002	2.43519403805845e+000,-9.93459292207179e-001
5.12861383991361e+002	2.42585566092501e+000,-9.50172349924553e-001
5.24807460249769e+002	2.41619566416387e+000,-9.07385049751318e-001
5.37031796370249e+002	2.40619354011269e+000,-8.65074719180632e-001
5.49540873857620e+002	2.39582805265852e+000,-8.23218918855570e-001
5.62341325190345e+002	2.38507719202109e+000,-7.81795430639958e-001
5.75439937337152e+002	2.37391812786980e+000,-7.40782245712174e-001
5.88843655355584e+002	2.36232716067392e+000,-7.00157552674851e-001
6.02559586074353e+002	2.35027967118051e+000,-6.59899725673295e-001
6.16595001861477e+002	2.33775006791104e+000,-6.19987312514383e-001
6.30957344480188e+002	2.32471173256276e+000,-5.80399022778084e-001
6.45654229034650e+002	2.31113696319626e+000,-5.41113715912410e-001
6.60693448007591e+002	2.29699691508599e+000,-5.02110389302691e-001
6.76082975391976e+002	2.28226153910475e+000,-4.63368166305226e-001
6.91830970918931e+002	2.26689951750769e+000,-4.24866284235094e-001
7.07945784384132e+002	2.25087819697581e+000,-3.86584082297076e-001
7.24435960074984e+002	2.23416351877219e+000,-3.48500989448081e-001
7.41310241300911e+002	2.21671994585816e+000,-3.10596512179195e-001
7.58577575029177e+002	2.19851038680888e+000,-2.72850222204220e-001
7.76247116628685e+002	2.17949611636140e+000,-2.35241744041331e-001
7.94328234724275e+002	2.15963669241982e+000,-1.97750742473649e-001
8.12830516164092e+002	2.13888986933421e+000,-1.60356909873572e-001
8.31763771102664e+002	2.11721150726150e+000,-1.23039953374914e-001
8.51138038202369e+002	2.09455547740722e+000,-8.57795818763952e-002
8.70963589956073e+002	2.07087356293736e+000,-4.85554928582750e-002
8.91250938133738e+002	2.04611535533960e+000,-1.13473589938427e-002
9.12010839355902e+002	2.02022814600273e+000,2.58651854643576e-002
9.33254300796983e+002	1.99315681277105e+000,6.31025585444439e-002
9.54992586021428e+002	1.96484370121918e+000,1.00385244683329e-001
9.77237220955802e+002	1.93522850038052e+000,1.37733809146929e-001
9.99999999999991e+002	1.90424811264823e+000,1.75168912767020e-001
1.02329299228075e+003	1.87183651755466e+000,2.12711327021537e-001
1.04712854805089e+003	1.83792462911956e+000,2.50381949486048e-001
1.07151930523760e+003	1.80244014644265e+000,2.88201819686527e-001
1.09647819614318e+003	1.76530739719869e+000,3.26192135385015e-001
1.12201845430195e+003	1.72644717367620e+000,3.64374269331642e-001
1.14815362149687e+003	1.68577656098301e+000,4.02769786519150e-001
1.17489755493952e+003	1.64320875702105e+000,4.41400461977819e-001
1.20226443461740e+003	1.59865288381379e+000,4.80288299151312e-001
1.23026877081237e+003	1.55201378974652e+000,5.19455548897012e-001
1.25892541179416e+003	1.50319184225760e+000,5.58924729156374e-001
1.28824955169312e+003	1.45208271049355e+000,5.98718645344888e-001
1.31825673855640e+003	1.39857713741589e+000,6.38860411513825e-001
1.34896288259164e+003	1.34256070081927e+000,6.79373472339602e-001
1.38038426460287e+003	1.28391356269238e+000,7.20281626000566e-001
1.41253754462274e+003	1.22251020632125e+000,7.61609048005019e-001
1.44543977074591e+003	1.15821916050302e+000,8.03380316038096e-001
1.47910838816819e+003	1.09090271020281e+000,8.45620435901251e-001
1.51356124843619e+003	1.02041659294972e+000,8.88354868620951e-001
1.54881661891247e+003	9.46609680229526e-001,9.31609558811056e-001
1.58489319246110e+003	8.69323643088570e-001,9.75410964376980e-001
1.62181009735891e+003	7.88392601121717e-001,1.01978608765776e+000
1.65958690743754e+003	7.03642753967523e-001,1.06476250810764e+000
1.69824365246173e+003	6.14891994385936e-001,1.11036841662693e+000
1.73780082874936e+003	5.21949501939943e-001,1.15663265165924e+000
1.77827941003891e+003	4.24615316245196e-001,1.20358473718052e+000
1.81970085860997e+003	3.22679888693200e-001,1.25125492271530e+000
1.86208713666285e+003	2.15923611486623e-001,1.29967422552378e+000
1.90546071796323e+003	1.04116322759255e-001,1.34887447511578e+000
1.94984459975803e+003	-1.29832135219997e-002,1.39888836025714e+000
1.99526231496886e+003	-1.35627854253686e-001,1.44974947864804e+000
2.04173794466951e+003	-2.64082651954779e-001,1.50149238946448e+000
2.08929613085402e+003	-3.98625459141953e-001,1.55415266896982e+000
2.13796208950221e+003	-5.39547563971111e-001,1.60776696941757e+000
2.18776162394953e+003	-6.87154358897221e-001,1.66237308148350e+000
2.23872113856832e+003	-8.41766044215432e-001,1.71801000048397e+000
2.29086765276775e+003	-1.00371836846394e+000,1.77471799665547e+000
2.34422881531990e+003	-1.17336340779581e+000,1.83253868979226e+000
2.39883291901947e+003	-1.35107038656325e+000,1.89151512856157e+000
2.45470891568501e+003	-1.53722654150387e+000,1.95169187483955e+000
2.51188643150955e+003	-1.73223803207664e+000,2.01311509343963e+000
2.57039578276884e+003	-1.93653089966160e+000,2.07583264763104e+000
2.63026799189535e+003	-2.15055207852457e+000,2.13989420087874e+000
2.69153480392689e+003	-2.37477046163917e+000,2.20535132526925e+000
2.75422870333814e+003	-2.60967802467347e+000,2.27225761712144e+000
2.81838293126442e+003	-2.85579101167779e+000,2.34066882032475e+000
2.88403150312658e+003	-3.11365118625302e+000,2.41064295798698e+000
2.95120922666635e+003	-3.38382715225181e+000,2.48224047302247e+000
3.01995172040198e+003	-3.66691574834672e+000,2.55552437836176e+000
3.09029543251356e+003	-3.96354352111906e+000,2.63056041751933e+000
3.16227766016835e+003	-4.27436828165436e+000,2.70741723631575e+000
3.23593656929625e+003	-4.60008075100235e+000,2.78616656661606e+000
3.31131121482588e+003	-4.94140630025462e+000,2.86688342301840e+000
3.38844156139199e+003	-5.29910679142696e+000,2.94964631350228e+000
3.46736850452528e+003	-5.67398252580397e+000,3.03453746513414e+000
3.54813389233572e+003	-6.06687430691297e+000,3.12164306601521e+000
3.63078054770097e+003	-6.47866562585330e+000,3.21105352476301e+000
3.71535229097168e+003	-6.91028497731169e+000,3.30286374892470e+000
3.80189396320557e+003	-7.36270831525584e+000,3.39717344383926e+000
3.89045144994276e+003	-7.83696165802081e+000,3.49408743360399e+000
3.98107170553493e+003	-8.33412385329054e+000,3.59371600593693e+000
4.07380277804108e+003	-8.85532951433592e+000,3.69617528289163e+000
4.16869383470331e+003	-9.40177213981925e+000,3.80158761954868e+000
4.26579518801588e+003	-9.97470743049677e+000,3.91008203300603e+000
4.36515832240161e+003	-1.05754568172972e+001,4.02179466419038e+000
4.46683592150958e+003	-1.12054112164752e+001,4.13686927525074e+000
4.57088189614870e+003	-1.18660350289189e+001,4.25545778554046e+000
4.67735141287193e+003	-1.25588704021810e+001,4.37772084948283e+000
4.78630092322633e+003	-1.32855417754394e+001,4.50382847991031e+000
4.89778819368441e+003	-1.40477607294266e+001,4.63396072082057e+000
5.01187233627267e+003	-1.48473311653456e+001,4.76830837385616e+000
5.12861383991359e+003	-1.56861548390036e+001,4.90707378323652e+000
5.24807460249767e+003	-1.65662372788293e+001,5.05047168432669e+000
5.37031796370247e+003	-1.74896941191181e+001,5.19873012153947e+000
5.49540873857618e+003	-1.84587578828400e+001,5.35209144182987e+000
5.62341325190343e+003	-1.94757852516279e+001,5.51081337066078e+000
5.75439937337150e+003	-2.05432648642225e+001,5.67517017803719e+000
5.88843655355582e+003	-2.16638256887026e+001,5.84545394295221e+000
6.02559586074351e+003	-2.28402460183473e+001,6.02197592548266e+000
6.16595001861475e+003	-2.40754631459543e+001,6.20506805671077e+000
6.30957344480186e+003	-2.53725837770706e+001,6.39508455774979e+000
6.45654229034648e+003	-2.67348952487580e+001,6.59240370033868e+000
6.60693448007588e+003	-2.81658776275032e+001,6.79742972282983e+000
6.76082975391974e+003	-2.96692167676183e+001,7.01059491691062e+000
6.91830970918928e+003	-3.12488184201595e+001,7.23236190209044e+000
7.07945784384129e+003	-3.29088234921627e+001,7.46322610691811e+000
7.24435960074981e+003	-3.46536245668142e+001,7.70371847800980e+000
7.41310241300908e+003	-3.64878838075466e+001,7.95440844044864e+000
7.58577575029174e+003	-3.84165523827533e+001,8.21590713581153e+000
7.76247116628682e+003	-4.04448915633856e+001,8.48887096721941e+000
7.94328234724272e+003	-4.25784956631965e+001,8.77400548428817e+000
8.12830516164089e+003	-4.48233170111995e+001,9.07206964488821e+000
8.31763771102661e+003	-4.71856931682807e+001,9.38388049510808e+000
8.51138038202366e+003	-4.96723766252859e+001,9.71031831400926e+000
8.70963589956070e+003	-5.22905672487578e+001,1.00523322756601e+001
8.91250938133734e+003	-5.50479477729697e+001,1.04109466875816e+001
9.12010839355898e+003	-5.79527226746555e+001,1.07872678725578e+001
9.33254300796979e+003	-6.10136608087616e+001,1.11824917694674e+001
9.54992586021424e+003	-6.42401422326113e+001,1.15979123390019e+001
9.77237220955798e+003	-6.76422097011726e+001,1.20349308717670e+001
9.99999999999987e+003	-7.12306253800648e+001,1.24950663097515e+001
1.02329299228074e+004	-7.50169333960856e+001,1.29799667076513e+001
1.04712854805089e+004	-7.90135289296100e+001,1.34914219785979e+001
1.07151930523759e+004	-8.32337346503411e+001,1.40313780896942e+001
1.09647819614317e+004	-8.76918854108080e+001,1.46019528971487e+001
1.12201845430195e+004	-9.24034222420758e+001,1.52054538390585e+001
1.14815362149687e+004	-9.73849968478720e+001,1.58443977371768e+001
1.17489755493951e+004	-1.02654587970053e+002,1.65215329977041e+001
1.20226443461740e+004	-1.08231631203311e+002,1.72398645468892e+001
1.23026877081237e+004	-1.14137164079015e+002,1.80026818909286e+001
1.25892541179415e+004	-1.20393988519289e+002,1.88135907532427e+001
